Codi_centre;Denominació_completa;Nom_naturalesa;Nom_municipi
25005107;Escola Sant Bonifaci - ZER Riu Set;Públic;Vinaixa
25005119;Escola Pinyana;Públic;Alfarràs
25005120;Escola Teresa Bergadà;Públic;Alguaire
25005144;Escola Àngel Serafí i Casanovas;Públic;Sort
25005171;Escola Mestre Ignasi Peraire;Públic;Mollerussa
25005260;Institut Ribera del Sió;Públic;Agramunt
25005341;Aremi;Privat;Lleida
25005417;Plançó;Privat;Lleida
25005429;Institut Els Planells;Públic;Artesa de Segre
25005430;Escola Joan XXIII;Públic;Lleida
25005442;Institut Escola del Treball;Públic;Lleida
25005454;Institut Francesc Ribalta;Públic;Solsona
25005466;CEE Escoles Especials de la Llar de Sant Josep;Públic;Lleida
25005533;Escola Pau Claris;Públic;La Seu d'Urgell
25005545;Escola Pompeu Fabra;Públic;Mollerussa
25005557;CEE Siloé;Públic;Mollerussa
25005570;Escola agrària del Pirineu;Públic;Montferrer i Castellbò
25005582;Institut Terres de Ponent;Públic;Mollerussa
25005673;Escola Joan Maragall;Públic;Lleida
25005685;Institut La Segarra;Públic;Cervera
25005697;Mirasan;Privat;Lleida
25005703;Institució Lleida;Privat;Lleida
25005727;Institut Almatà;Públic;Balaguer
25005880;Escola Frederic Godas;Públic;Lleida
25005892;Escola Maldanell - ZER Riu Corb;Públic;Maldà
25005909;Escola Mossèn Ramon Muntanyola - ZER Riu Corb;Públic;Els Omells de Na Gaia
25005910;Escola Abat Ruera - ZER Pedrera;Públic;Puiggròs
25005983;Escola Sant Serni - ZER Baridà-Batllia;Públic;Prats i Sansor
25006011;Cons. de Música de Lleida;Públic;Lleida
25006021;Esc. de Música Municipal;Públic;Tàrrega
25006033;EA Municipal Leandre Cristòfol;Públic;Lleida
25006069;Escola d'Ardèvol - ZER El Solsonès;Públic;Pinós
25006082;L'Estel;Privat;Balaguer
25006094;Apromi;Privat;Juneda
25006136;Esc. de Música Municipal de Balaguer;Públic;Balaguer
25006148;Institut d'Ostalaria de Les-Val d'Aran;Públic;Les
25006215;Institut Escola de Sobrestants;Públic;Tàrrega
25006227;Institut d'Almenar;Públic;Almenar
25006239;Institut d'Aran;Públic;Vielha e Mijaran
25006240;Institut El Pont de Suert;Públic;El Pont de Suert
25006252;EOI de Lleida;Públic;Lleida
25006264;Escola Espiga;Públic;Lleida
25006276;Escola Sant Jordi;Públic;Lleida
25006288;Institut de Tremp;Públic;Tremp
25006291;Institut Hug Roger III;Públic;Sort
25006409;Escola Joc de la Bola;Públic;Lleida
25006410;CFA Segrià;Públic;Lleida
25006434;Esc. de Música Municipal;Públic;Agramunt
25006446;Escola Municipal de Música l'Espiga;Públic;Sant Guim de Freixenet
25006483;Institut Canigó;Públic;Almacelles
25006495;Institut Josep Lladonosa;Públic;Lleida
25006501;Escola Alba;Públic;Corbins
25006513;Institut Manuel de Montsuar;Públic;Lleida
25006525;Institut Josep Vallverdú;Públic;Les Borges Blanques
25006537;Esc. de Música Municipal de Mollerussa;Públic;Mollerussa
25006549;Escola d'Espluga de Serra - ZER Alta Ribagorça;Públic;Tremp
25006574;Institut de Ponts;Públic;Ponts
25006598;Institut Lo Pla d'Urgell;Públic;Bellpuig
25006720;Institut d'Hoteleria i Turisme;Públic;Lleida
25006732;Institut Torrevicens;Públic;Lleida
25006744;CEE Esperança;Públic;Lleida
25006768;Llar d'infants de Sarroca de Lleida;Públic;Sarroca de Lleida
25006771;Institut Ronda;Públic;Lleida
25006781;Institut Alfons Costafreda;Públic;Tàrrega
25006793;Acser;Privat;Balaguer
25006801;Llar d'infants El Patufet;Públic;Castellnou de Seana
25006811;Llar d'infants La Grandalla;Públic;La Seu d'Urgell
25006835;Llar d'infants Merli;Públic;Alguaire
25006847;Llar d'infants L'Estel;Públic;Tremp
25006859;Llar d'infants Municipal l'Era d'Agramunt;Públic;Agramunt
25006860;Llar d'infants Era Cunhèra;Públic;Vielha e Mijaran
25006872;Llar d'infants Vensi;Públic;Almacelles
25006884;Llar d'infants Blau Cel;Públic;Barbens
25006896;Esc. de Música Municipal de Bellpuig;Públic;Bellpuig
25006902;Esc. de Música Municipal de Ponts;Públic;Ponts
25006914;Llar d'infants La Pau;Públic;Tàrrega
25006926;CEE Les Basses;Públic;Lleida
25006938;Escola Bressol Municipal de Pardinyes;Públic;Lleida
25006941;Escola Bressol Municipal Magraners;Públic;Lleida
25006951;Escola Bressol Municipal El Rellotge;Públic;Lleida
25006963;Escola Bressol Municipal Bordeta;Públic;Lleida
25006975;Escola Bressol Municipal Cappont;Públic;Lleida
25006999;Escola Bressol Municipal Suchs;Públic;Lleida
25007001;Llar d'infants Municipal;Públic;Bellver de Cerdanya
25007013;Llar d'infants del Secà de Sant Pere;Públic;Lleida
25007025;Institut Morelló;Públic;Esterri d'Àneu
25007037;Llar d'infants Les Garrigues;Públic;La Granadella
25007049;Llar d'infants Sant Pau;Públic;Anglesola
25007062;Llar d'infants Municipal;Públic;Vinaixa
25007074;Llar d'infants El Patufet;Públic;Balaguer
25007086;Llar d'infants de Belianes;Públic;Belianes
25007098;Llar d'infants Sol Solet;Públic;Bellcaire d'Urgell
25007104;Llar d'infants Mairau er Audeth;Públic;Bossòst
25007116;Llar d'infants La Mainada;Públic;Vallfogona de Balaguer
25007128;Llar d'infants El Patufet;Públic;Miralcamp
25007141;Llar d'infants L'Estel;Públic;Torregrossa
25007153;Institut d'Alcarràs;Públic;Alcarràs
25007165;Llar d'infants El Bressol;Públic;Artesa de Segre
25007189;Institut Maria Rúbies;Públic;Lleida
25007190;Llar d'infants Arrel;Públic;Cervera
25007207;Llar d'infants La Faldeta;Públic;Lleida
25007301;LLI privada Arc Iris;Privat;Lleida
25007323;Llar d'infants Peter Pan;Privat;Lleida
25007438;LLI privada Sant Eloi;Privat;Tàrrega
25007499;Institut l'Olivera;Públic;La Granadella
25007505;Institut de Guissona;Públic;Guissona
25007517;Institut La Serra;Públic;Mollerussa
25007529;Institut Seròs;Públic;Seròs
25007566;Llar d'infants Municipal;Públic;Les Borges Blanques
25007608;Llar d'infants Eth Cargòlh;Públic;Naut Aran
25007611;CFA Victorina Vila;Públic;Lleida
25007621;Escola de Dansa La Dansa Estudi;Privat;Lleida
25007670;Aula Municipal de Música d'Ivars d'Urgell;Públic;Ivars d'Urgell
25007682;Escola de Dansa de Mollerussa;Privat;Mollerussa
25007694;Esc. de Música Municipal de Lleida;Públic;Lleida
25007700;Institut Ermengol IV;Públic;Bellcaire d'Urgell
25007712;LLI privada Els Minairons;Privat;Tremp
25007724;Esc. de Música de Les Garrigues;Públic;Les Borges Blanques
25007736;LLI privada Nala;Privat;Lleida
25007751;LLI privada El Gegant de Lleida;Privat;Lleida
25007955;Esc. de Música Municipal;Públic;Cervera
25007967;Esc. de Música Josep Maria Llorens;Públic;Guissona
25007992;Escola d'Almenar;Públic;Almenar
25008017;Llar d'infants Ralet ralet;Públic;Torrefarrera
25008029;Llar d'infants Municipal de Vilanova de Bellpuig;Públic;Vilanova de Bellpuig
25008030;Llar d'infants Rialles;Públic;Artesa de Lleida
25008170;Esc. de Música L'Intèrpret;Privat;Lleida
25008200;LLI privada Atrapasomnis;Privat;Lleida
25008212;Escola Pràctiques II;Públic;Lleida
25008251;Llar d'infants L'Escoleta;Públic;Juneda
25008303;Escola Bressol Municipal del Centre Històric;Públic;Lleida
25008315;Aula Municipal de Música d'Artesa de Segre;Públic;Artesa de Segre
25008339;Llar d'infants Municipal d'Esterri d'Àneu;Públic;Esterri d'Àneu
25008340;Esc. de Música Municipal;Públic;Linyola
25008352;Institut de La Pobla de Segur;Públic;La Pobla de Segur
25008364;Llar d'infants de Sant Martí de Riucorb;Públic;Sant Martí de Riucorb
25008376;Llar d'infants de Gimenells i el Pla de la Font;Públic;Gimenells i el Pla de la Font
25008388;Llar d'infants de La Torre de Cabdella;Públic;La Torre de Cabdella
25008391;Llar d'infants El Petit Estel;Públic;Golmés
25008406;A. Hospitalària Hospital Universitari Arnau de Vilanova;Públic;Lleida
25008418;Llar d'infants de Benavent de Segrià;Públic;Benavent de Segrià
25008421;Llar d'infants Municipal de Solsona;Públic;Solsona
25008431;Llar d'infants Municipal de l'Albi;Públic;L'Albi
25008443;LLI privada L'Infant dos;Privat;Mollerussa
25008455;Esc. de Música Municipal de Tremp;Públic;Tremp
25008467;EFTE Centre Públic de Tècnics Esportius dera Val d'Aran;Públic;Naut Aran
25008479;Llar d'infants El Carrilet;Públic;Albatàrrec
25008480;Llar d'infants Picarol;Públic;Llavorsí
25008492;Escola Bressol Municipal Parc de Gardeny;Públic;Lleida
25008534;Escola de La Vall de Boí - ZER Alta Ribagorça;Públic;La Vall de Boí
25008546;EOI de Tàrrega;Públic;Tàrrega
25008558;EOI de La Seu d'Urgell;Públic;La Seu d'Urgell
25008561;CFA Balaguer;Públic;Balaguer
25008571;CFA Joan Comorera;Públic;Cervera
25008583;CFA La Seu d'Urgell;Públic;La Seu d'Urgell
25008595;CFA Tàrrega;Públic;Tàrrega
25008613;A. Hospitalària Hospital de Dia Santa Maria;Públic;Lleida
25008625;CFA Mollerussa;Públic;Mollerussa
25008637;Llar d'infants Municipal d'Alfarràs Les Llavoretes;Públic;Alfarràs
25008649;Escola Francesco Tonucci;Públic;Lleida
25008662;Cons. de Música de Cervera;Públic;Cervera
25008674;Llar d'infants de La Fuliola;Públic;La Fuliola
25008686;Llar d'infants Els Matxicots;Públic;Rialp
25008698;Llar d'infants Lo Tossalet;Públic;Alcoletge
25008704;Llar d'infants Patufet;Públic;Guissona
25008716;Llar d'infants Parasol;Públic;Mollerussa
25008728;Llar d'infants Quitxalla;Públic;Mollerussa
25008731;Llar d'infants de Seròs;Públic;Seròs
25008741;CFA Val d'Aran;Públic;Vielha e Mijaran
25008753;CFA Solsonès;Públic;Solsona
25008765;Escola La Vall Fosca - ZER Pallars Jussà;Públic;La Torre de Cabdella
25008777;Escola Parc de l'Aigua;Públic;Lleida
25008789;Escola Mont-roig;Públic;Balaguer
25008790;Escola Maria-Mercè Marçal;Públic;Tàrrega
25008819;Llar d'infants d'Alcarràs;Públic;Alcarràs
25008820;Esc. de Música Músics-Taller de Música;Privat;Lleida
25008832;Escola Bressol de Bellvís;Públic;Bellvís
25008844;Llar d'infants Els Malfargats;Públic;Sort
25008856;Escola Bressol Municipal Balàfia;Públic;Lleida
25008868;Escola Bressol Municipal Gargot;Públic;Lleida
25008871;Llar d'infants de Maials;Públic;Maials
25008881;Esc. de Música Municipal de Solsona;Públic;Solsona
25008893;Escola Parc del Saladar;Públic;Alcarràs
25008901;Esc. de Música Pons Roselló;Privat;Lleida
25008911;Llar d'infants L'Estel;Públic;Alpicat
25008923;CFA Enric Granados;Públic;Lleida
25008935;Escola La Ràpita - ZER El Jonc;Públic;Vallfogona de Balaguer
25008947;Llar d'infants Plou i Fa Sol;Públic;Castelldans
25008959;C.Educ.Justícia El Segre;Públic;Lleida
25008972;Llar d'infants Els Picotins;Públic;Verdú
25008984;CFA Tremp;Públic;Tremp
25008996;Llar d'infants d'Organyà;Públic;Organyà
25009010;LLI privada El Pati d'Alcarràs;Privat;Alcarràs
25009034;Escola Ciutat Jardí;Públic;Lleida
25009046;Llar d'infants Picarol;Públic;Vilagrassa
25009058;Llar d'infants Ramon Blanch i Verdú;Públic;Vilanova de la Barca
25009071;Escola Països Catalans;Públic;Lleida
25009083;Llar d'infants de Sanaüja;Públic;Sanaüja
25009095;Escola Les Savines;Públic;Cervera
25009101;Escola El Vinyet;Públic;Solsona
25009113;Escola Mestre Ramon Estadella i Torradeflot;Públic;Guissona
25009137;Llar d'infants de Castellserà;Públic;Castellserà
25009149;Escola Pinyana;Públic;Lleida
25009162;EFTE Catalana de la Caparrella;Públic;Lleida
25009174;Llar d'infants de Vila-sana;Públic;Vila-sana
25009186;Institut La Valira;Públic;La Seu d'Urgell
25009198;Llar d'infants L'Escoleta;Públic;Puiggròs
25009204;Llar d'infants La Mainada;Públic;Menàrguens
25009216;Escola Bressol Municipal de Llívia;Públic;Lleida
25009228;Llar d'infants El Niu;Públic;Torrelameu
25009231;Escola Bressol La Tenalla;Públic;Sidamon
25009241;Esc. de Música Municipal de la Seu d'Urgell;Públic;La Seu d'Urgell
25009253;Llar d'infants Carrassumada;Públic;Torres de Segre
25009265;Llar d'infants Els Tabolets;Públic;Aitona
25009277;Escola Bressol El Niu;Públic;Mollerussa
25009289;Llar d'infants de Sant Ramon;Públic;Sant Ramon
25009290;Llar d'infants de Puigverd de Lleida;Públic;Puigverd de Lleida
25009307;Esc. de Música Municipal d'Alguaire;Públic;Alguaire
25009319;Escola Pia del Pont de Suert;Privat;El Pont de Suert
25009320;Llar d'infants d'Oliana;Públic;Oliana
25009332;Llar d'infants El Niu;Públic;Tàrrega
25009344;Escola La Mitjana;Públic;Lleida
25009356;Escola Les Arrels;Públic;Mollerussa
25009368;Escola La Valira-ZER Urgellet;Públic;La Seu d'Urgell
25009371;Llar d'infants d'Os;Públic;Os de Balaguer
25009381;LLI privada El Nuvolet;Privat;Lleida
25009393;Centre Tècnic Ilerdense;Privat;Lleida
25009401;Esc. de Música Arts Musicals;Privat;Lleida
25009411;Llar d'infants Bambarol;Públic;Almenar
25009447;Llar d'infants de Montferrer;Públic;Montferrer i Castellbò
25009459;Esc. de Música de l'Orfeó Lleidatà;Privat;Lleida
25009460;Llar d'infants Lo Carrilet;Públic;Térmens
25009472;Llar d'infants de Fondarella;Públic;Fondarella
25009484;LLI privada Blanquerna;Privat;Lleida
25009496;Escola Bressol Les Arreletes;Públic;Els Alamús
25009502;EB privada La Baldufa;Privat;Cervera
25009514;Esc. de Música Itinerant del Pallars Sobirà;Públic;Sort
25009526;Llar d'infants de Ribera de l'Urgellet;Públic;Ribera d'Urgellet
25009538;Llar d'infants de Bell-lloc d'Urgell;Públic;Bell-lloc d'Urgell
25009541;Llar d'infants L'Abella;Públic;Camarasa
25009551;Llar d'infants de Vilanova de Segrià;Públic;Vilanova de Segrià
25009563;Llar d'infants El Pi;Públic;Olius
25009575;Llar d'infants Els Putxinel·lis;Públic;Balaguer
25009587;Escola Bressol Municipal Albarés;Públic;Lleida
25009599;Llar d'infants El Jardí de la Mainada;Públic;Soses
25009605;Llar d'infants Els Piteuets;Públic;Sant Llorenç de Morunys
25009617;Llar d'infants L'Esquirol;Públic;Sant Guim de Freixenet
25009629;Esc. de Música Municipal de Rosselló;Públic;Rosselló
25009630;Esc. de Música Municipal Julià Carbonell;Públic;Alcoletge
25009642;Llar d'infants La Nova Baldufa;Públic;Ivars d'Urgell
25009654;Llar d'infants Patim Patam;Públic;Preixana
25009666;Llar d'infants Els Minairons;Públic;La Seu d'Urgell
25009681;CFA del Pont de Suert;Públic;El Pont de Suert
25009691;Esc. de Música d'Alpicat;Públic;Alpicat
25009708;Esc. de Música Municipal de Benavent de Segrià;Públic;Benavent de Segrià
25009711;Llar d'infants Deu pometes;Públic;Albesa
25009721;Institut d'Alpicat;Públic;Alpicat
25009733;Institut Joan Solà;Públic;Torrefarrera
25009757;Llar d'infants La Baldufa;Públic;Tornabous
25009769;Escola Bressol Sant Jaume;Públic;Arbeca
25009770;Esc. de Música d'Artesa de Lleida;Públic;Artesa de Lleida
25009782;Aula de Música Municipal de Vilanova de Segrià;Públic;Vilanova de Segrià
25009794;Esc. de Música de Torrefarrera;Públic;Torrefarrera
25009800;Escola Torrelameu - ZER Argelaga;Públic;Torrelameu
25009812;Escola Bressol Municipal Raimat;Públic;Lleida
25009824;Escola Bressol Municipal Ronda;Públic;Lleida
25009836;Institut La Mitjana;Públic;Lleida
25009848;Llar d'infants de Linyola;Públic;Linyola
25009851;Esc. de Música Municipal de Puigverd de Lleida;Públic;Puigverd de Lleida
25009873;Aula de Música Municipal d'Oliana;Públic;Oliana
25009885;Escola Bressol La Lluna;Públic;Alpicat
25009915;Llar d'infants de Ponts;Públic;Ponts
25009927;Cent.Prof.Mús. L'Intèrpret;Privat;Lleida
25009939;Llar d'infants La Portella;Públic;La Portella
25009940;Escola Bressol Pas a Pas;Públic;Rosselló
25009964;Llar d'infants El Jardí;Públic;Torà
25009976;Escola Bressol Municipal;Públic;La Pobla de Segur
25009988;Llar d'infants del Soleràs;Públic;El Soleràs
25009991;Llar d'infants de Llardecans;Públic;Llardecans
25010000;Llar d'infants d'Isona i Conca Dellà;Públic;Isona i Conca Dellà
25010012;Escola Bressol de Bellpuig;Públic;Bellpuig
25010024;Escola Bressol Municipal La Mitjana;Públic;Lleida
25010036;Llar d'infants El Rei Petit;Públic;Ribera d'Ondara
25010048;Llar d'infants del Pont de Suert;Públic;El Pont de Suert
25010051;Llar d'infants de l'Espluga Calba;Públic;L'Espluga Calba
25010061;Les Astes;Privat;Tàrrega
25010085;Escola Josep Mañé i Gavaldà - ZER Ponent;Públic;Lleida
25010097;Llar d'infants de la Vall de Boí;Públic;La Vall de Boí
25010127;Institut Castell dels Templers;Públic;Lleida
25010139;Escola Bressol Mairau de Les;Públic;Les
25010152;Llar d'infants El Niu;Públic;La Granja d'Escarp
25010164;El Pla;Privat;Mollerussa
25010176;Escola de Dansa de Solsona;Privat;Solsona
25010188;Les Heures;Privat;Lleida
25010191;Esc. de Música C.M. d'Alcarràs, de Torres de Segre i d'Aitona;Públic;Alcarràs
25010206;General d'Estudis;Privat;Lleida
25010218;Francesc Xavier;Privat;La Seu d'Urgell
25010221;LLI privada TIC-TAC;Privat;Lleida
25010231;Escola de Salàs de Pallars - ZER Pallars Jussà;Públic;Salàs de Pallars
25010243;Escola d'Art Aula Municipal de Teatre;Públic;Lleida
25010279;Dalcroze, Centre d'estudis musicals;Privat;Lleida
25010280;Institut Escola Torre Queralt;Públic;Lleida
25010292;Esc. de Música de l'Alta Ribagorça;Públic;El Pont de Suert
25010309;Mifra;Privat;Lleida
25010310;Institut de Mollerussa IV;Públic;Mollerussa
25010322;A. Hospitalària Hospital de dia Sant Joan de Déu Terres de Lleida;Privat;Lleida
25010334;Institut Escola Magraners;Públic;Lleida
25010346;Llar d'infants municipal de Corbins;Públic;Corbins
25010358;Institut Escola Vall de Lord;Públic;Sant Llorenç de Morunys
25010361;Institut Centre d'Esports de Muntanya del Pallars;Públic;La Pobla de Segur
25010383;Institut Escola d'Oliana;Públic;Oliana
25010395;Escola Bressol El Triangle;Privat;Tàrrega
25010401;LLI privada El Trenet;Privat;Lleida
25010437;Dancescape Studios;Privat;Lleida
43000020;Escola Sant Miquel;Públic;Aiguamúrcia
43000081;Escola Joan Baptista Serra;Públic;Alcanar
43000135;Escola Mare de Déu del Remei;Públic;Alcover
43000184;Escola Teresa Salvat i Llauradó - ZER Baix Camp Nord;Públic;L'Aleixar
43000214;Escola Josep Fusté;Públic;Alforja
43000226;Escola La Barquera - ZER Atzavara;Públic;Alió
43000251;Escola La Portalada;Públic;Altafulla
43000263;Escola Sant Jordi;Públic;L'Ametlla de Mar
43000275;Escola Miquel Granell;Públic;Amposta
43000299;Sagrat Cor;Privat;Amposta
43000329;Institut Ramon Berenguer IV;Públic;Amposta
43000330;Escola agrària d'Amposta;Públic;Amposta
43000378;Escola Sant Julià;Públic;L'Arboç
43000391;L'Arboç;Privat;L'Arboç
43000421;Escola La Miranda - ZER Ports-Algars;Públic;Arnes
43000433;Escola Sant Miquel;Públic;Ascó
43000470;Escola Valldemur - ZER Conca de Barberà;Públic;Barberà de la Conca
43000512;Escola El Sarraí - ZER Baix Priorat;Públic;Bellmunt del Priorat
43000548;Escola La Muntanyeta;Públic;Bellvei
43000551;Escola Llorenç Vallespí i Vidiella - ZER Riu i Serra;Públic;Benifallet
43000561;Escola Antoni Nat - ZER Benissanet-Miravet;Públic;Benissanet
43000597;Escola Ull del Vent;Públic;La Bisbal del Penedès
43000603;Escola de Blancafort - ZER Poblet;Públic;Blancafort
43000615;Escola L'Estel - ZER Els Ceps;Públic;Bonastre
43000627;Escola Rocabruna;Públic;Les Borges del Camp
43000639;Escola Sant Blai - ZER Terra Alta-Centre;Públic;Bot
43000640;Escola Mare de Déu de la Candela;Públic;Botarell
43000652;Escola Sant Jaume de Bràfim - ZER Atzavara;Públic;Bràfim
43000676;Escola El Castell - ZER Montsant;Públic;Cabacés
43000688;Escola de Cabra del Camp - ZER La Parellada;Públic;Cabra del Camp
43000706;Escola Santa Creu de Calafell;Públic;Calafell
43000721;Escola Mossèn Jacint Verdaguer;Públic;Calafell
43000755;Cardenal Vidal i Barraquer;Privat;Cambrils
43000779;Institut Ramon Berenguer IV;Públic;Cambrils
43000792;Escola Sant Isidre - ZER Les Vinyes;Públic;Capçanes
43000809;Escola La Gessera - ZER Ports-Algars;Públic;Caseres
43000871;Escola Maria Jesús Ortí i Abella;Públic;La Sénia
43000895;Escola Mossèn Ramon Bergadà;Públic;Constantí
43000949;Escola agrària Mas Bové;Públic;Constantí
43000950;Escola Doctor Ferran - ZER Terra Alta-Centre;Públic;Corbera d'Ebre
43000998;Escola Pompeu Fabra;Públic;Cunit
43001000;Escola de Xerta;Públic;Xerta
43001036;Escola Martí Poch;Públic;L'Espluga de Francolí
43001048;Vedruna l'Espluga de Francolí;Privat;L'Espluga de Francolí
43001051;Escola Antoni Vilanova;Públic;Falset
43001097;Escola Los Castellets - ZER Terra Alta Nord;Públic;La Fatarella
43001115;Escola Mare de Déu de l'Esperança - ZER La Parellada;Públic;Figuerola del Camp
43001127;Escola Enric Grau i Fontserè;Públic;Flix
43001231;Escola Puig Cavaller;Públic;Gandesa
43001243;Escola agrària de Gandesa;Públic;Gandesa
43001280;Escola Pàmies - ZER La Font de l'Aiguadí;Públic;Ginestar
43001310;Escola Llicorella - ZER L'Aglà;Públic;Gratallops
43001334;Escola Sant Feliu - ZER Les Vinyes;Públic;Els Guiamets
43001346;Escola Montsagre;Públic;Horta de Sant Joan
43001361;Escola Les Cometes;Públic;Llorenç del Penedès
43001383;Escola Anicet Villar - ZER Les Vinyes;Públic;Marçà
43001395;Escola Teresa Subirats i Mestre - ZER Montsià;Públic;Mas de Barberans
43001437;Escola Rosa Gisbert - ZER Montsià;Públic;Masdenverge
43001462;Escola Els Til·lers - ZER El Francolí;Públic;La Masó
43001498;Escola Onze de Setembre - ZER Baix Priorat;Públic;El Masroig
43001553;Escola Les Muralles;Públic;Montblanc
43001565;Tilmar;Privat;Montblanc
43001577;Mare de Déu de la Serra;Privat;Montblanc
43001607;Escola Josep M. Soler i Gené;Públic;Montbrió del Camp
43001656;Escola Teresa Godes i Domènech;Públic;El Montmell
43001668;Escola Mare de Déu de la Roca;Públic;Mont-roig del Camp
43001681;Escola Lluís Viñas i Viñoles;Públic;Móra d'Ebre
43001701;Santa Teresa;Privat;Móra d'Ebre
43001735;Escola Ventura Gassol;Públic;El Morell
43001796;Escola Sant Sebastià - ZER Atzavara;Públic;Nulles
43001826;Escola Sant Sebastià;Públic;Els Pallaresos
43001851;Escola Sant Roc - ZER Riu i Serra;Públic;Paüls
43001942;Escola Cèsar Martinell - ZER Terra Alta-Centre;Públic;El Pinell de Brai
43001954;Escola Antoni Tous - ZER Conca de Barberà;Públic;Pira
43001966;Escola Sant Ramon;Públic;El Pla de Santa Maria
43002016;Escola L'Ametller - ZER Terra Alta Nord;Públic;La Pobla de Massaluca
43002053;Escola Garbí - ZER Montsant-Serra de Prades;Públic;Poboleda
43002144;Escola Mare de Déu de la Fontcalda - ZER Ports-Algars;Públic;Prat de Comte
43002171;Escola Joan Plana;Públic;Puigpelat
43002211;Escola Prat de la Riba;Públic;Reus
43002235;Escola Pompeu Fabra;Públic;Reus
43002247;Escola Misericòrdia;Públic;Reus
43002259;Escola Marià Fortuny;Públic;Reus
43002260;Escola Ciutat de Reus;Públic;Reus
43002272;Escola General Prim;Públic;Reus
43002314;Arce;Privat;Reus
43002338;La Presentació;Privat;Reus
43002351;Maria Rosa Molas;Privat;Reus
43002375;Maria Cortina;Privat;Reus
43002387;Verdaguer;Privat;Reus
43002417;La Salle;Privat;Reus
43002429;Pare Manyanet;Privat;Reus
43002442;Sant Josep;Privat;Reus
43002478;Sant Pau;Privat;Reus
43002511;Puigcerver;Privat;Reus
43002570;Institut Gaudí;Públic;Reus
43002582;Institut Salvador Vilaseca;Públic;Reus
43002594;Institut Baix Camp;Públic;Reus
43002661;Escola Sant Agustí - ZER Ebre;Públic;Riba-roja d'Ebre
43002752;Escola Beat Bonaventura Gran;Públic;Riudoms
43002776;Escola Salvador Espriu;Públic;Roda de Berà
43002831;Escola Mestre Marcel·lí Domingo;Públic;Roquetes
43002892;Escola Carles III;Públic;Sant Carles de la Ràpita
43002958;Sagrada Família;Privat;Sant Carles de la Ràpita
43003008;Escola Jaume Balmes;Públic;Santa Bàrbara
43003011;Escola Cor de Roure;Públic;Santa Coloma de Queralt
43003021;Vedruna Santa Coloma de Queralt;Privat;Santa Coloma de Queralt
43003069;Escola Salvador Ninot;Públic;Sarral
43003082;Escola Guillem de Claramunt;Públic;La Secuita
43003100;Escola Abel Ferrater;Públic;La Selva del Camp
43003112;Sant Rafael;Privat;La Selva del Camp
43003124;Escola Sagrat Cor - ZER Conca de Barberà;Públic;Solivella
43003136;Escola Bonavista;Públic;Tarragona
43003151;Joan XXIII;Privat;Tarragona
43003185;Escola La Canonja;Públic;La Canonja
43003227;Escola Sant Salvador;Públic;Tarragona
43003306;Escola Serrallo;Públic;Tarragona
43003321;Escola Sant Pere i Sant Pau;Públic;Tarragona
43003410;Joan Roig;Privat;Tarragona
43003461;Tic-Tac;Privat;Tarragona
43003483;Lestonnac-l'Ensenyança;Privat;Tarragona
43003495;Mare de Déu del Carme;Privat;Tarragona
43003501;El Carme;Privat;Tarragona
43003525;Dominiques Tarragona;Privat;Tarragona
43003537;La Salle;Privat;Tarragona
43003549;Vedruna Sagrat Cor Tarragona;Privat;Tarragona
43003550;Santa Teresa de Jesús;Privat;Tarragona
43003586;Sant Pau Apòstol;Privat;Tarragona
43003616;CEE San Rafael;Públic;Tarragona
43003631;Estela;Privat;Tarragona
43003641;Institut Antoni de Martí i Franquès;Públic;Tarragona
43003653;Institut Comte de Rius;Públic;Tarragona
43003690;Escola de Pràctiques;Públic;Tarragona
43003707;Mare Nostrum;Privat;Tarragona
43003719;Espallargas;Privat;Tarragona
43003720;Escola El Miracle;Públic;Tarragona
43003732;Institut Pons d'Icart;Públic;Tarragona
43003756;Escola Torreforta;Públic;Tarragona
43003768;Escola Els Àngels;Públic;Tarragona
43003793;La Salle Torreforta;Privat;Tarragona
43003801;Escola La Pineda - ZER Riu Avall;Públic;Tivenys
43003835;Escola Josep Riba - ZER Les Vinyes;Públic;Tivissa
43003847;Escola Marcel·lí Domingo;Públic;Tivissa
43003884;Escola Antoni Roig;Públic;Torredembarra
43003941;CEE Sant Jordi;Públic;Tortosa
43003951;Escola Bítem - ZER Riu Avall;Públic;Tortosa
43003975;Escola Sant Àngel;Públic;Camarles
43003987;Escola Port rodó - ZER Mestral;Públic;Tortosa
43004013;Escola Sant Miquel;Públic;Deltebre
43004037;Escola Maria García i Cabanes;Públic;L'Aldea
43004050;Escola 21 d'Abril;Públic;L'Aldea
43004074;Escola L'Assumpció;Públic;Deltebre
43004116;Escola del Lligallo del Gànguil - ZER Mestral;Públic;Camarles
43004189;Escola Sant Jaume;Públic;Sant Jaume d'Enveja
43004232;Escola La Mercè;Públic;Tortosa
43004256;Escola Ferreries;Públic;Tortosa
43004268;Escola Remolins;Públic;Tortosa
43004311;Nuestra Señora de la Consolación;Privat;Tortosa
43004372;Teresià;Privat;Tortosa
43004402;Sagrada Família;Privat;Tortosa
43004438;Institut Dertosa;Públic;Tortosa
43004441;Institut de l'Ebre;Públic;Tortosa
43004463;Escola Ramón y Cajal;Públic;Ulldecona
43004487;Escola Montsant - ZER Montsant-Serra de Prades;Públic;Ulldemolins
